id_chromosome,id_image,etiqueta,xmin,ymin,xmax,ymax
70724,1054571,F19,18,287,80,322
70725,1054571,F19,388,580,433,634
70726,1054571,F20,229,283,260,339
70727,1054571,F20,200,168,249,219
70728,1054571,G21,166,245,213,271
70729,1054571,G21,278,435,304,478
70730,1054571,G22,260,346,313,389
70731,1054571,G22,417,462,473,488
70732,1054571,X,461,375,550,450
70733,1054571,X,383,155,463,204
70734,1054572,A1,126,196,204,326
70735,1054572,A1,179,342,247,480
70736,1054572,A2,299,333,481,431
70737,1054572,A2,382,240,475,401
70738,1054572,A3,111,366,178,480
70739,1054572,A3,245,307,307,456
70740,1054572,B4,158,142,228,264
70741,1054572,B4,38,224,137,325
70742,1054572,B5,362,468,489,530
70743,1054572,B5,443,211,472,337
70744,1054572,C6,448,144,566,193
70745,1054572,C6,479,232,519,351
70746,1054572,C7,279,118,380,164
70747,1054572,C7,176,295,229,409
70748,1054572,C8,337,165,380,266
70749,1054572,C8,406,416,502,466
70750,1054572,C9,247,143,345,190
70751,1054572,C9,320,466,426,495
70752,1054572,C10,528,245,575,343
70753,1054572,C10,378,94,485,126
70754,1054572,C11,321,345,384,428
70755,1054572,C11,363,386,443,459
70756,1054572,C12,243,385,315,458
70757,1054572,C12,127,197,170,297
70758,1054572,D13,472,198,554,236
70759,1054572,D13,277,292,328,355
70760,1054572,D14,290,224,346,283
70761,1054572,D14,397,254,483,279
70762,1054572,D15,326,263,364,332
70763,1054572,D15,220,340,247,416
70764,1054572,E16,245,183,307,218
70765,1054572,E16,271,327,306,381
70766,1054572,E17,342,526,393,595
70767,1054572,E17,395,126,447,189
70768,1054572,E18,314,25,342,84
70769,1054572,E18,303,435,360,470
70770,1054572,F19,225,224,267,276
70771,1054572,F19,305,423,351,469
70772,1054572,F20,474,118,523,153
70773,1054572,F20,313,90,353,139
70774,1054572,G21,346,275,372,311
70775,1054572,G21,293,169,330,205
70776,1054572,G22,276,217,326,243
70777,1054572,G22,464,273,490,317
70778,1054572,X,363,197,452,247
70779,1054572,X,357,240,451,329
70780,1054572,Y,495,88,539,120
70781,1054573,A1,503,587,629,695
70782,1054573,A1,118,354,259,407
70783,1054573,A2,287,193,379,311
70784,1054573,A2,289,469,409,549
70785,1054573,A3,353,23,467,90
70786,1054573,A3,67,133,155,237
70787,1054573,B4,219,311,318,373
70788,1054573,B4,388,658,496,698
70789,1054573,B5,146,371,212,466
70790,1054573,B5,494,46,599,84
70791,1054573,C6,373,187,445,276
70792,1054573,C6,116,228,202,309
70793,1054573,C7,472,420,555,488
70794,1054573,C7,561,356,647,407
70795,1054573,C8,241,25,314,94
70796,1054573,C8,663,356,735,422
70797,1054573,C9,553,399,613,474
70798,1054573,C9,505,546,557,629
70799,1054573,C10,618,324,694,363
70800,1054573,C10,293,421,330,502
70801,1054573,C11,415,523,485,588
70802,1054573,C11,553,425,633,477
70803,1054573,C12,541,103,582,181
70804,1054573,C12,338,448,387,525
70805,1054573,D13,310,554,350,617
70806,1054573,D13,553,222,598,287
70807,1054573,D14,502,147,559,194
70808,1054573,D14,639,451,683,516
70809,1054573,D15,702,187,753,242
70810,1054573,D15,496,475,526,542
70811,1054573,E16,358,177,413,223
70812,1054573,E16,116,329,172,371
70813,1054573,E17,610,171,653,230
70814,1054573,E17,551,648,602,706
70815,1054573,E18,631,513,679,563
70816,1054573,E18,580,190,620,239
70817,1054573,F19,112,303,159,339
70818,1054573,F19,713,244,743,292
70819,1054573,F20,210,459,245,504
70820,1054573,F20,354,560,381,602
70821,1054573,G21,671,234,708,267
70822,1054573,G21,529,515,559,552
70823,1054573,G22,560,317,595,358
70824,1054573,G22,293,380,340,414
70825,1054573,X,460,717,547,787
70826,1054573,X,382,557,433,636
70827,1054574,A1,303,110,414,191
70828,1054574,A1,49,511,195,588
70829,1054574,A2,409,64,529,201
70830,1054574,A2,433,101,511,184
70831,1054574,A3,625,264,714,368
70832,1054574,A3,177,248,238,376
70833,1054574,B4,620,206,698,327
70834,1054574,B4,260,210,345,328
70835,1054574,B5,373,286,432,409
70836,1054574,B5,12,267,139,302
70837,1054574,C6,104,397,219,442
70838,1054574,C6,391,254,495,334
70839,1054574,C7,455,226,511,325
70840,1054574,C7,247,315,313,399
70841,1054574,C8,83,438,183,473
70842,1054574,C8,219,305,259,390
70843,1054574,C9,63,285,112,376
70844,1054574,C9,193,254,291,290
70845,1054574,C10,295,364,344,448
70846,1054574,C10,247,315,313,399
70847,1054574,C11,74,468,171,497
70848,1054574,C11,142,389,234,419
70849,1054574,C12,241,131,305,219
70850,1054574,C12,404,46,486,89
70851,1054574,D13,380,202,457,238
70852,1054574,D13,389,239,455,298
70853,1054574,D14,11,339,64,407
70854,1054574,D14,660,440,737,491
70855,1054574,D15,289,185,360,226
70856,1054574,D15,48,414,127,446
70857,1054574,E16,622,48,666,107
70858,1054574,E16,340,433,406,478
70859,1054574,E17,159,320,224,362
70860,1054574,E17,415,392,468,444
70861,1054574,E18,338,262,379,314
70862,1054574,E18,296,225,354,254
70863,1054574,F19,370,242,421,271
70864,1054574,F19,350,355,397,395
70865,1054574,F20,119,350,170,393
70866,1054574,F20,286,323,333,357
70867,1054574,G21,371,291,402,333
70868,1054574,G21,399,338,441,362
70869,1054574,G22,359,220,402,245
70870,1054574,G22,432,273,454,326
70871,1054574,X,576,230,634,323
70872,1054574,X,145,205,212,276
70873,1054581,A1,55,184,112,362
70874,1054581,A1,29,245,100,410
70875,1054581,A2,482,156,546,269
70876,1054581,A2,388,59,453,200
70877,1054581,A3,202,362,264,488
70878,1054581,A3,151,152,283,229
70879,1054581,B4,225,79,293,161
70880,1054581,B4,111,427,236,493
70881,1054581,B5,412,90,459,206
70882,1054581,B5,172,418,254,526
70883,1054581,C6,313,382,403,454
70884,1054581,C6,530,84,610,188
70885,1054581,C7,31,293,139,363
70886,1054581,C7,212,199,251,316
70887,1054581,C8,274,228,362,289
70888,1054581,C8,254,251,329,329
70889,1054581,C9,313,351,369,428
70890,1054581,C9,469,78,550,153
70891,1054581,C10,257,304,340,367
70892,1054581,C10,301,453,395,495
70893,1054581,C11,460,197,499,291
70894,1054581,C11,503,34,547,112
70895,1054581,C12,449,86,514,167
70896,1054581,C12,393,251,451,338
70897,1054581,D13,379,433,447,493
70898,1054581,D13,98,235,162,293
70899,1054581,D14,162,82,230,137
70900,1054581,D14,108,353,150,427
70901,1054581,D15,309,151,362,224
70902,1054581,D15,447,251,477,323
70903,1054581,E16,445,55,507,93
70904,1054581,E16,310,276,372,328
70905,1054581,E17,112,164,181,205
70906,1054581,E17,257,380,317,424
70907,1054581,E18,245,343,300,379
70908,1054581,E18,427,331,461,384
70909,1054581,F19,160,379,203,427
70910,1054581,F19,370,217,415,256
70911,1054581,F20,117,131,172,169
70912,1054581,F20,364,241,394,290
70913,1054581,G21,226,183,269,211
70914,1054581,G21,131,256,170,293
70915,1054581,G22,192,138,234,174
70916,1054581,G22,274,178,317,209
70917,1054581,X,130,333,187,397
70918,1054581,X,380,237,453,328
70919,1054582,A1,348,715,502,816
70920,1054582,A1,209,247,303,402
70921,1054582,A2,357,456,512,514
70922,1054582,A2,477,489,545,646
70923,1054582,A3,359,64,461,178
70924,1054582,A3,367,165,496,221
70925,1054582,B4,111,476,175,591
70926,1054582,B4,454,539,565,628
70927,1054582,B5,230,151,348,214
70928,1054582,B5,446,80,571,113
70929,1054582,C6,357,732,459,804
70930,1054582,C6,361,458,402,566
70931,1054582,C7,423,120,534,153
70932,1054582,C7,139,360,241,395
70933,1054582,C8,74,447,108,537
70934,1054582,C8,303,652,385,714
70935,1054582,C9,166,596,237,653
70936,1054582,C9,308,57,403,118
70937,1054582,C10,260,398,345,426
70938,1054582,C10,349,230,440,285
70939,1054582,C11,111,156,192,220
70940,1054582,C11,314,437,387,502
70941,1054582,C12,187,637,274,684
70942,1054582,C12,193,640,245,719
70943,1054582,D13,275,109,351,155
70944,1054582,D13,288,320,355,370
70945,1054582,D14,433,608,487,671
70946,1054582,D14,137,666,196,716
70947,1054582,D15,400,204,470,245
70948,1054582,D15,249,215,319,265
70949,1054582,E16,168,355,198,417
70950,1054582,E16,252,697,317,729
70951,1054582,E17,181,704,216,763
70952,1054582,E17,197,314,237,369
70953,1054582,E18,320,366,370,402
70954,1054582,E18,339,641,391,682
70955,1054582,F19,192,583,243,611
70956,1054582,F19,380,627,435,658
70957,1054582,F20,280,423,327,450
70958,1054582,F20,276,455,322,494
70959,1054582,G21,402,655,433,695
70960,1054582,G21,279,148,321,183
70961,1054582,G22,393,798,437,836
70962,1054582,G22,318,747,352,792
70963,1054582,X,342,283,402,362
70964,1054582,X,408,470,444,565
70965,1054591,A1,269,407,405,465
70966,1054591,A1,233,412,314,567
70967,1054591,A2,176,446,282,541
70968,1054591,A2,530,38,654,195
70969,1054591,A3,498,68,632,191
70970,1054591,A3,258,591,323,739
70971,1054591,B4,395,733,499,809
70972,1054591,B4,343,552,372,694
70973,1054591,B5,717,19,837,130
70974,1054591,B5,366,825,447,894
70975,1054591,C6,392,630,494,745
70976,1054591,C6,145,406,305,445
70977,1054591,C7,307,384,373,508
70978,1054591,C7,257,516,321,590
70979,1054591,C8,670,63,720,187
70980,1054591,C8,212,831,269,953
70981,1054591,C9,519,665,620,739
70982,1054591,C9,219,822,283,936
70983,1054591,C10,226,352,338,408
70984,1054591,C10,298,607,341,718
70985,1054591,C11,22,724,137,775
70986,1054591,C11,219,783,291,874
70987,1054591,C12,319,532,384,618
70988,1054591,C12,332,636,449,667
70989,1054591,D13,415,779,465,864
70990,1054591,D13,848,338,930,436
70991,1054591,D14,287,257,342,355
70992,1054591,D14,360,504,434,558
70993,1054591,D15,181,554,260,584
70994,1054591,D15,409,583,463,645
70995,1054591,E16,351,740,416,795
70996,1054591,E16,416,661,493,711
70997,1054591,E17,177,753,267,782
70998,1054591,E17,299,792,353,868
70999,1054591,E18,180,573,230,638
71000,1054591,E18,368,565,439,598
71001,1054591,F19,186,794,218,856
71002,1054591,F19,649,174,709,224
71003,1054591,F20,432,454,493,500
71004,1054591,F20,331,701,385,733
71005,1054591,G21,315,751,351,799
71006,1054591,G21,863,171,918,209
71007,1054591,G22,347,734,399,760
71008,1054591,G22,538,145,587,195
71009,1054591,X,412,389,507,474
71010,1054592,A1,181,288,276,400
71011,1054592,A1,652,468,755,602
71012,1054592,A2,65,249,199,306
71013,1054592,A2,435,436,532,504
71014,1054592,A3,214,292,351,397
71015,1054592,A3,619,364,745,434
71016,1054592,B4,593,481,659,625
71017,1054592,B4,598,378,709,495
71018,1054592,B5,525,390,654,465
71019,1054592,B5,690,412,773,523
71020,1054592,C6,34,190,108,267
71021,1054592,C6,763,430,837,511
71022,1054592,C7,651,497,716,562
71023,1054592,C7,197,37,285,154
71024,1054592,C8,313,307,410,371
71025,1054592,C8,603,440,655,557
71026,1054592,C9,486,463,556,557
71027,1054592,C9,487,623,551,688
71028,1054592,C10,425,543,533,581
71029,1054592,C10,500,408,604,463
71030,1054592,C11,565,635,673,686
71031,1054592,C11,551,446,609,546
71032,1054592,C12,274,251,368,327
71033,1054592,C12,198,266,325,297
71034,1054592,D13,57,293,147,330
71035,1054592,D13,437,496,516,545
71036,1054592,D14,658,612,742,651
71037,1054592,D14,415,166,456,270
71038,1054592,D15,663,641,736,714
71039,1054592,D15,535,538,596,604
71040,1054592,E16,42,136,91,208
71041,1054592,E16,9,167,45,244
71042,1054592,E17,540,624,575,706
71043,1054592,E17,615,623,651,697
71044,1054592,E18,535,375,602,413
71045,1054592,E18,718,582,782,649
71046,1054592,F19,533,518,565,578
71047,1054592,F19,158,335,194,397
71048,1054592,F20,356,265,398,313
71049,1054592,F20,495,583,545,635
71050,1054592,G21,594,437,629,483
71051,1054592,G21,464,595,507,633
71052,1054592,G22,759,485,792,543
71053,1054592,G22,441,574,481,617
71054,1054592,X,129,306,188,410
71055,1054592,Y,590,591,632,648
71056,1054593,A1,343,184,422,299
71057,1054593,A1,112,412,226,455
71058,1054593,A2,223,120,394,162
71059,1054593,A2,77,196,204,277
71060,1054593,A3,396,310,466,406
71061,1054593,A3,166,273,277,329
71062,1054593,B4,64,355,129,440
71063,1054593,B4,65,282,140,360
71064,1054593,B5,154,501,267,540
71065,1054593,B5,185,411,289,487
71066,1054593,C6,299,467,411,510
71067,1054593,C6,284,488,407,568
71068,1054593,C7,142,215,253,251
71069,1054593,C7,144,517,226,596
71070,1054593,C8,319,531,412,571
71071,1054593,C8,69,319,162,351
71072,1054593,C9,222,392,307,434
71073,1054593,C9,346,337,405,407
71074,1054593,C10,161,111,196,200
71075,1054593,C10,311,445,402,487
71076,1054593,C11,204,43,304,95
71077,1054593,C11,290,190,338,272
71078,1054593,C12,74,430,143,499
71079,1054593,C12,306,237,393,274
71080,1054593,D13,180,164,240,213
71081,1054593,D13,286,314,333,360
71082,1054593,D14,90,342,157,380
71083,1054593,D14,420,150,473,218
71084,1054593,D15,130,266,186,322
71085,1054593,D15,214,272,249,332
71086,1054593,E16,286,268,339,322
71087,1054593,E16,499,222,544,283
71088,1054593,E17,38,305,64,365
71089,1054593,E17,323,391,356,456
71090,1054593,E18,458,298,511,345
71091,1054593,E18,347,420,393,460
71092,1054593,F19,243,364,293,396
71093,1054593,F19,413,187,445,236
71094,1054593,F20,142,459,188,494
71095,1054593,F20,291,504,340,535
71096,1054593,G21,463,214,497,254
71097,1054593,G21,172,486,207,513
71098,1054593,G22,310,349,350,379
71099,1054593,G22,314,422,357,454
71100,1054593,X,414,211,466,299
71101,1054593,Y,457,406,494,453
71102,1054601,A1,283,159,429,240
71103,1054601,A1,342,189,495,282
71104,1054601,A2,364,239,451,311
71105,1054601,A2,543,91,615,215
71106,1054601,A3,488,399,624,464
71107,1054601,A3,395,62,521,147
71108,1054601,B4,324,281,429,382
71109,1054601,B4,387,367,511,440
71110,1054601,B5,658,68,766,154
71111,1054601,B5,631,287,753,340
71112,1054601,C6,445,440,518,549
71113,1054601,C6,518,161,587,269
71114,1054601,C7,669,229,748,322
71115,1054601,C7,607,227,714,260
71116,1054601,C8,568,352,670,383
71117,1054601,C8,500,71,606,125
71118,1054601,C9,415,211,506,257
71119,1054601,C9,365,463,457,528
71120,1054601,C10,378,300,459,367
71121,1054601,C10,678,161,768,217
71122,1054601,C11,326,40,399,125
71123,1054601,C11,95,531,170,613
71124,1054601,C12,572,118,653,188
71125,1054601,C12,672,329,727,419
71126,1054601,D13,303,156,385,197
71127,1054601,D13,451,299,481,378
71128,1054601,D14,438,131,513,171
71129,1054601,D14,408,468,490,498
71130,1054601,D15,613,322,689,365
71131,1054601,D15,486,306,558,335
71132,1054601,E16,576,301,622,359
71133,1054601,E16,696,255,760,292
71134,1054601,E17,644,255,696,316
71135,1054601,E17,514,321,579,369
71136,1054601,E18,485,167,531,221
71137,1054601,E18,69,569,131,597
71138,1054601,F19,541,278,597,307
71139,1054601,F19,664,178,708,227
71140,1054601,F20,362,86,402,138
71141,1054601,F20,447,239,497,281
71142,1054601,G21,114,593,144,636
71143,1054601,G22,640,129,679,171
71144,1054601,G22,717,325,754,371
71145,1054601,X,690,132,777,191
71146,1054601,X,449,268,547,314
71147,1054602,A1,328,591,485,702
71148,1054602,A1,98,249,211,313
71149,1054602,A2,463,190,544,282
71150,1054602,A2,235,113,350,296
71151,1054602,A3,337,31,422,134
71152,1054602,A3,67,477,137,553
71153,1054602,B4,467,443,543,586
71154,1054602,B4,137,398,233,532
71155,1054602,B5,379,543,443,696
71156,1054602,B5,568,464,675,532
71157,1054602,C6,228,184,358,262
71158,1054602,C6,181,231,263,340
71159,1054602,C7,210,541,291,626
71160,1054602,C7,404,400,491,513
71161,1054602,C8,291,287,382,341
71162,1054602,C8,419,512,475,594
71163,1054602,C9,63,337,134,412
71164,1054602,C9,404,468,498,527
71165,1054602,C10,109,334,181,438
71166,1054602,C10,203,284,273,389
71167,1054602,C11,429,235,481,304
71168,1054602,C11,357,243,425,307
71169,1054602,C12,57,409,152,479
71170,1054602,C12,527,448,581,530
71171,1054602,D13,133,517,195,596
71172,1054602,D13,292,574,321,653
71173,1054602,D14,355,446,439,510
71174,1054602,D14,158,606,251,644
71175,1054602,D15,203,376,286,450
71176,1054602,D15,247,448,309,497
71177,1054602,E16,522,202,596,262
71178,1054602,E16,268,188,350,218
71179,1054602,E17,303,451,354,504
71180,1054602,E17,483,356,563,393
71181,1054602,E18,337,105,394,154
71182,1054602,E18,588,517,625,593
71183,1054602,F19,424,327,477,380
71184,1054602,F19,208,262,263,292
71185,1054602,F20,484,388,521,439
71186,1054602,F20,264,401,312,441
71187,1054602,G21,322,383,367,422
71188,1054602,G21,375,168,422,209
71189,1054602,G22,232,579,291,607
71190,1054602,G22,252,563,297,607
71191,1054602,X,311,336,393,390
71192,1054602,X,224,643,340,684
71193,1054603,A1,128,402,297,466
71194,1054603,A1,459,269,580,369
71195,1054603,A2,491,49,595,164
71196,1054603,A2,304,217,396,299
71197,1054603,A3,370,127,491,172
71198,1054603,A3,133,198,269,249
71199,1054603,B4,132,304,222,408
71200,1054603,B4,386,406,440,486
71201,1054603,B5,444,72,543,151
71202,1054603,B5,398,85,443,193
71203,1054603,C6,409,270,515,329
71204,1054603,C6,370,308,419,410
71205,1054603,C7,246,338,298,413
71206,1054603,C7,466,169,554,223
71207,1054603,C8,386,301,473,356
71208,1054603,C8,390,191,418,278
71209,1054603,C9,100,70,158,164
71210,1054603,C9,91,270,153,347
71211,1054603,C10,39,278,132,333
71212,1054603,C10,356,285,391,354
71213,1054603,C11,287,419,356,463
71214,1054603,C11,508,150,578,215
71215,1054603,C12,297,294,368,352
71216,1054603,C12,507,333,570,388
71217,1054603,D13,185,304,241,359
71218,1054603,D13,420,108,457,165
71219,1054603,D14,149,348,182,421
71220,1054603,D14,449,314,491,349
71221,1054603,D15,570,306,609,372
71222,1054603,D15,403,212,462,237
71223,1054603,E16,192,342,253,379
71224,1054603,E16,240,171,283,211
71225,1054603,E17,475,376,528,419
71226,1054603,E17,223,374,250,442
71227,1054603,E18,453,407,509,432
71228,1054603,E18,169,232,206,288
71229,1054603,F19,293,365,342,402
71230,1054603,F19,305,349,351,377
71231,1054603,F20,545,149,588,178
71232,1054603,F20,335,203,361,252
71233,1054603,G21,504,415,539,455
71234,1054603,G21,358,230,383,255
71235,1054603,G22,519,224,545,268
71236,1054603,G22,359,184,388,223
71237,1054603,X,270,195,315,274
71238,1054603,X,230,202,261,286
71239,1054611,A1,210,363,342,452
71240,1054611,A1,196,96,234,250
71241,1054611,A2,525,309,593,384
71242,1054611,A2,579,190,656,268
71243,1054611,A3,177,278,258,383
71244,1054611,A3,341,34,449,113
71245,1054611,B4,108,360,212,433
71246,1054611,B4,261,49,376,104
71247,1054611,B5,483,391,593,438
71248,1054611,B5,91,254,175,335
71249,1054611,C6,319,294,389,352
71250,1054611,C6,568,306,612,398
71251,1054611,C7,115,205,195,264
71252,1054611,C7,171,474,268,534
71253,1054611,C8,399,189,487,231
71254,1054611,C8,47,379,117,463
71255,1054611,C9,114,354,164,452
71256,1054611,C9,178,384,258,425
71257,1054611,C10,654,265,743,306
71258,1054611,C10,152,442,248,476
71259,1054611,C11,333,410,402,473
71260,1054611,C11,429,150,511,198
71261,1054611,C12,390,266,462,328
71262,1054611,C12,607,229,692,270
71263,1054611,D13,370,389,413,460
71264,1054611,D13,316,145,363,206
71265,1054611,D14,288,255,351,292
71266,1054611,D14,397,326,436,388
71267,1054611,D15,433,243,492,280
71268,1054611,D15,227,282,258,354
71269,1054611,E16,344,211,381,270
71270,1054611,E16,492,372,554,402
71271,1054611,E17,171,477,227,510
71272,1054611,E17,68,361,116,400
71273,1054611,E18,263,108,310,152
71274,1054611,E18,569,262,624,290
71275,1054611,F19,208,234,245,277
71276,1054611,F19,498,345,548,379
71277,1054611,F20,432,217,474,252
71278,1054611,F20,645,193,676,242
71279,1054611,G21,337,458,378,485
71280,1054611,G21,201,304,232,334
71281,1054611,G22,516,287,562,320
71282,1054611,G22,242,234,271,280
71283,1054611,X,279,165,310,259
71284,1054611,X,539,200,622,237
71285,1054612,A1,114,363,194,525
71286,1054612,A1,286,75,343,206
71287,1054612,A2,378,243,491,363
71288,1054612,A2,561,345,661,442
71289,1054612,A3,287,475,426,530
71290,1054612,A3,498,316,608,432
71291,1054612,B4,524,220,632,310
71292,1054612,B4,327,394,451,452
71293,1054612,B5,365,353,465,428
71294,1054612,B5,325,19,384,136
71295,1054612,C6,350,49,436,132
71296,1054612,C6,310,271,357,389
71297,1054612,C7,202,446,280,502
71298,1054612,C7,425,106,531,155
71299,1054612,C8,475,48,572,107
71300,1054612,C8,609,278,707,332
71301,1054612,C9,310,142,392,199
71302,1054612,C9,542,333,630,399
71303,1054612,C10,275,440,358,480
71304,1054612,C10,744,116,808,209
71305,1054612,C11,407,10,472,70
71306,1054612,C11,95,369,123,452
71307,1054612,C12,518,76,618,111
71308,1054612,C12,550,165,592,242
71309,1054612,D13,541,122,617,163
71310,1054612,D13,490,315,547,368
71311,1054612,D14,358,417,423,471
71312,1054612,D14,490,228,567,259
71313,1054612,D15,413,326,478,380
71314,1054612,D15,461,250,501,310
71315,1054612,E16,290,460,340,499
71316,1054612,E16,380,299,424,356
71317,1054612,E17,249,358,290,418
71318,1054612,E17,489,311,548,371
71319,1054612,E18,633,223,695,263
71320,1054612,E18,671,78,708,139
71321,1054612,F19,378,263,414,311
71322,1054612,F19,301,310,351,352
71323,1054612,F20,138,406,179,451
71324,1054612,F20,446,133,489,183
71325,1054612,G21,353,314,383,351
71326,1054612,G21,426,76,467,106
71327,1054612,G22,311,413,354,447
71328,1054612,G22,712,107,746,159
71329,1054612,X,202,374,293,418
71330,1054612,X,55,377,103,424
71331,1054621,A1,380,117,473,290
71332,1054621,A1,519,193,694,259
71333,1054621,A2,89,270,235,340
71334,1054621,A2,242,253,306,417
71335,1054621,A3,497,401,588,542
71336,1054621,A3,518,55,604,183
71337,1054621,B4,498,148,535,283
71338,1054621,B4,460,202,501,333
71339,1054621,B5,194,493,325,546
71340,1054621,B5,315,38,428,131
71341,1054621,C6,134,265,233,357
71342,1054621,C6,543,179,626,301
71343,1054621,C7,634,250,689,373
71344,1054621,C7,574,313,615,435
71345,1054621,C8,420,321,487,413
71346,1054621,C8,267,485,306,588
71347,1054621,C9,437,462,526,523
71348,1054621,C9,288,253,341,353
71349,1054621,C10,383,138,476,196
71350,1054621,C10,76,232,170,297
71351,1054621,C11,332,223,400,315
71352,1054621,C11,5,227,113,270
71353,1054621,C12,281,130,365,185
71354,1054621,C12,288,34,327,135
71355,1054621,D13,580,84,630,160
71356,1054621,D13,557,231,611,303
71357,1054621,D14,531,327,581,406
71358,1054621,D14,325,277,361,353
71359,1054621,D15,605,274,683,312
71360,1054621,D15,71,203,138,258
71361,1054621,E16,246,412,308,458
71362,1054621,E16,313,190,382,235
71363,1054621,E17,539,126,571,197
71364,1054621,E17,592,314,647,375
71365,1054621,E18,422,433,467,492
71366,1054621,E18,379,352,436,400
71367,1054621,F19,341,146,392,177
71368,1054621,F19,351,172,375,226
71369,1054621,F20,477,118,531,155
71370,1054621,F20,530,226,558,280
71371,1054621,G21,235,268,263,311
71372,1054621,G21,375,84,415,116
71373,1054621,G22,327,375,358,424
71374,1054621,G22,292,202,344,232
71375,1054621,X,216,366,298,424
71376,1054621,X,190,290,238,398
71377,1054622,A1,496,247,596,342
71378,1054622,A1,464,197,589,261
71379,1054622,A2,356,505,434,649
71380,1054622,A2,305,315,448,420
71381,1054622,A3,11,450,116,549
71382,1054622,A3,245,226,304,372
71383,1054622,B4,328,436,443,520
71384,1054622,B4,345,59,456,129
71385,1054622,B5,159,184,216,315
71386,1054622,B5,266,233,381,340
71387,1054622,C6,439,54,488,191
71388,1054622,C6,1057,733,1146,813
71389,1054622,C7,663,244,774,333
71390,1054622,C7,356,412,471,468
71391,1054622,C8,344,189,396,302
71392,1054622,C8,161,120,239,218
71393,1054622,C9,742,304,844,364
71394,1054622,C9,405,175,453,260
71395,1054622,C10,558,220,619,310
71396,1054622,C10,356,419,453,472
71397,1054622,C11,484,131,544,231
71398,1054622,C11,103,271,142,373
71399,1054622,C12,622,239,675,321
71400,1054622,C12,293,370,390,426
71401,1054622,D13,138,286,174,372
71402,1054622,D13,452,6,539,46
71403,1054622,D14,295,345,371,380
71404,1054622,D14,527,241,562,320
71405,1054622,D15,529,153,588,233
71406,1054622,D15,384,288,475,319
71407,1054622,E16,438,217,494,278
71408,1054622,E16,70,280,146,328
71409,1054622,E17,128,156,178,233
71410,1054622,E17,94,235,161,288
71411,1054622,E18,627,213,700,251
71412,1054622,E18,435,353,475,418
71413,1054622,F19,662,265,710,317
71414,1054622,F19,376,461,434,496
71415,1054622,F20,222,175,271,227
71416,1054622,F20,400,125,458,170
71417,1054622,G21,490,434,525,480
71418,1054622,G21,396,345,439,379
71419,1054622,G22,390,239,417,296
71420,1054622,G22,360,375,399,407
71421,1054622,X,680,347,796,398
71422,1054622,X,469,284,519,392
71423,1054631,A1,92,319,212,468
71424,1054631,A1,210,142,314,279
71425,1054631,A2,165,332,294,471
71426,1054631,A2,113,136,165,311
71427,1054631,A3,280,87,399,172
71428,1054631,A3,250,348,362,461
71429,1054631,B4,126,56,271,96
71430,1054631,B4,406,327,495,423
71431,1054631,B5,317,376,448,439
71432,1054631,B5,64,142,179,236
71433,1054631,C6,378,274,497,327
71434,1054631,C6,305,178,344,299
71435,1054631,C7,180,129,234,246
71436,1054631,C7,214,167,332,228
71437,1054631,C8,379,461,478,525
71438,1054631,C8,21,299,112,375
71439,1054631,C9,550,620,663,669
71440,1054631,C9,74,243,188,279
71441,1054631,C10,459,199,561,254
71442,1054631,C10,379,94,473,154
71443,1054631,C11,359,333,395,441
71444,1054631,C11,244,127,271,241
71445,1054631,C12,393,241,498,270
71446,1054631,C12,158,32,229,121
71447,1054631,D13,518,443,552,534
71448,1054631,D13,227,151,299,216
71449,1054631,D14,338,234,390,299
71450,1054631,D14,890,500,937,592
71451,1054631,D15,324,306,360,378
71452,1054631,D15,195,306,250,355
71453,1054631,E16,203,409,247,471
71454,1054631,E16,191,367,263,402
71455,1054631,E17,298,161,366,196
71456,1054631,E17,346,207,387,265
71457,1054631,E18,878,352,913,422
71458,1054631,E18,174,190,209,249
71459,1054631,F19,552,402,599,453
71460,1054631,F19,484,314,518,373
71461,1054631,F20,483,369,526,424
71462,1054631,F20,301,122,355,155
71463,1054631,G21,168,303,212,331
71464,1054631,G21,697,691,741,735
71465,1054631,G22,257,235,294,282
71466,1054631,G22,385,590,437,632
71467,1054631,X,926,573,976,698
71468,1054631,Y,342,269,373,305
71469,1054632,A1,253,864,430,914
71470,1054632,A1,78,393,249,440
71471,1054632,A2,60,599,216,679
71472,1054632,A2,166,335,251,468
71473,1054632,A3,281,756,423,808
71474,1054632,A3,350,713,465,782
71475,1054632,B4,241,586,359,642
71476,1054632,B4,195,462,314,514
71477,1054632,B5,197,724,311,789
71478,1054632,B5,220,566,336,627
71479,1054632,C6,300,435,383,532
71480,1054632,C6,330,818,386,921
71481,1054632,C7,168,507,242,593
71482,1054632,C7,285,689,393,728
71483,1054632,C8,233,344,323,402
71484,1054632,C8,341,659,377,757
71485,1054632,C9,186,802,271,865
71486,1054632,C9,260,653,330,711
71487,1054632,C10,583,25,639,116
71488,1054632,C10,137,779,230,819
71489,1054632,C11,42,571,92,635
71490,1054632,C11,121,490,212,527
71491,1054632,C12,379,645,460,706
71492,1054632,C12,378,838,464,882
71493,1054632,D13,39,508,95,571
71494,1054632,D13,132,660,162,736
71495,1054632,D14,197,701,262,749
71496,1054632,D14,370,617,416,685
71497,1054632,D15,198,533,256,583
71498,1054632,D15,115,526,180,568
71499,1054632,E16,217,745,262,805
71500,1054632,E16,69,692,138,721
